"Campaign name","Ad set name","Ad name",Age,Gender,"Result Type",Results,"CTR (all)","Result rate","Amount spent (INR)","Cost per result",Frequency,"CPM (cost per 1,000 impressions)",Impressions,"Clicks (all)","Reporting starts","Reporting ends"
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-60+ Franchise Stores across Maharashtra",25-34,female,,,0.61349693,,21.58,,1.7340425531915,132.39263804,163,1,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-No. 1 Franchise Opportunity",25-34,female,,,1.2345679,,21.09,,1.7608695652174,130.18518519,162,2,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-No. 1 Franchise Opportunity",18-24,female,,,1.31578947,,18.65,,1.9487179487179,122.69736842,152,2,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-Minimum Investment & Maximum Profit",18-24,female,,,1.36054422,,18.21,,2.3709677419355,123.87755102,147,2,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Housewives,"Image-Minimum Investment & Maximum Profit",25-34,female,,,0.68027211,,21.22,,1.3738317757009,144.3537415,147,1,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","Business Owners","Image-Minimum Investment & Maximum Profit",65+,male,,,0,,18.20937599375,,2.7307692307692,128.23504221,142,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Housewives,"Image-60+ Franchise Stores across Maharashtra",35-44,female,"On-Facebook leads",1,2.83687943,0.70921985815603,28.26,28.26,1.3823529411765,200.42553191,141,4,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-60+ Franchise Stores across Maharashtra",25-34,male,,,2.14285714,,23.87,,1.021897810219,170.5,140,3,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Video-Own a Chicken Store Today",35-44,female,,,4.28571429,,29.66,,2.5,211.85714286,140,6,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-No. 1 Franchise Opportunity",35-44,female,,,0.76335878,,21.87,,2.046875,166.94656489,131,1,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-Minimum Investment & Maximum Profit",25-34,female,,,3.81679389,,21.14,,1.6375,161.3740458,131,5,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-Minimum Investment & Maximum Profit",25-34,female,,,3.87596899,,14.67,,2.015625,113.72093023,129,5,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Video-Own a Chicken Store Today",55-64,male,"On-Facebook leads",1,7.03125,0.78125,28.78,28.78,2.7826086956522,224.84375,128,9,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","Business Owners","Image-Own a Chicken Store Today",55-64,male,,,3.22580645,,27.22,,1.3333333333333,219.51612903,124,4,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-No. 1 Franchise Opportunity",55-64,male,"On-Facebook leads",2,9.56521739,1.7391304347826,24.41,12.205,2.3958333333333,212.26086957,115,11,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","IT Professionals","Video-No. 1 Franchise Opportunity",55-64,male,"On-Facebook leads",1,4.42477876,0.88495575221239,22.4,22.4,1.5915492957746,198.2300885,113,5,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","Business Owners","Image-60+ Franchise Stores across Maharashtra",65+,male,"On-Facebook leads",1,6.25,0.89285714285714,12.82,12.82,2.6666666666667,114.46428571,112,7,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Housewives,"Image-60+ Franchise Stores across Maharashtra",25-34,female,"On-Facebook leads",1,4.46428571,0.89285714285714,21.38,21.38,1.3333333333333,190.89285714,112,5,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","Business Owners","Video-No. 1 Franchise Opportunity",35-44,female,,,2.7027027,,23.65,,1.3875,213.06306306,111,3,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","IT Professionals","Image-Partner with us today!",45-54,male,,,0,,15.41,,1.3703703703704,138.82882883,111,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-60+ Franchise Stores across Maharashtra",25-34,female,,,0.90909091,,13.2,,1.5277777777778,120,110,1,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-Minimum Investment & Maximum Profit",45-54,male,,,1.85185185,,11.83,,1.44,109.53703704,108,2,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","Business Owners","Image-Minimum Investment & Maximum Profit",45-54,female,,,4.6728972,,20.469298549811,,2.0576923076923,191.30185561,107,5,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","IT Professionals","Image-60+ Franchise Stores across Maharashtra",55-64,male,,,1.98019802,,12.59,,1.530303030303,124.65346535,101,2,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-No. 1 Franchise Opportunity",35-44,female,,,6.18556701,,16.76,,2.0208333333333,172.78350515,97,6,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-Minimum Investment & Maximum Profit",35-44,female,"On-Facebook leads",1,7.29166667,1.0416666666667,17.03,17.03,1.5,177.39583333,96,7,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-Minimum Investment & Maximum Profit",55-64,male,,,2.15053763,,20.67,,2.90625,222.25806452,93,2,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-Minimum Investment & Maximum Profit",55-64,male,,,7.60869565,,18.79,,2,204.23913043,92,7,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-Minimum Investment & Maximum Profit",45-54,female,,,4.44444444,,13.61,,1.875,151.22222222,90,4,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","Business Owners","Image-No. 1 Franchise Opportunity",45-54,female,"On-Facebook leads",2,8.98876404,2.247191011236,18.43,9.215,1.5344827586207,207.07865169,89,8,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Housewives,"Video-No. 1 Franchise Opportunity",35-44,female,,,0,,15.05,,1.2253521126761,172.98850575,87,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-60+ Franchise Stores across Maharashtra",35-44,female,,,3.48837209,,10.79,,1.72,125.46511628,86,3,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","Business Owners","Image-No. 1 Franchise Opportunity",65+,male,,,3.57142857,,7.6,,1.8260869565217,90.47619048,84,3,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-60+ Franchise Stores across Maharashtra",25-34,female,,,1.19047619,,16.76,,1.5555555555556,199.52380952,84,1,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-60+ Franchise Stores across Maharashtra",35-44,male,,,1.20481928,,11.99,,1,144.45783133,83,1,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","IT Professionals","Image-Minimum Investment & Maximum Profit",45-54,female,,,0,,13.55,,1.7083333333333,165.24390244,82,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","IT Professionals","Image-60+ Franchise Stores across Maharashtra",25-34,female,,,1.2195122,,16.67,,1.28125,203.29268293,82,1,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-Partner with us today!",55-64,male,,,0,,13.02,,2.9285714285714,158.7804878,82,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","Business Owners","Video-No. 1 Franchise Opportunity",25-34,female,,,1.2345679,,10.29,,1.5576923076923,127.03703704,81,1,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Housewives,"Image-Minimum Investment & Maximum Profit",45-54,female,,,1.26582278,,12.71,,1.462962962963,160.88607595,79,1,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","IT Professionals","Video-No. 1 Franchise Opportunity",25-34,female,,,2.63157895,,19.71,,1.3103448275862,259.34210526,76,2,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-Minimum Investment & Maximum Profit",55-64,male,,,2.63157895,,19.2,,1.7272727272727,252.63157895,76,2,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","Business Owners","Image-Own a Chicken Store Today",35-44,female,,,0,,19.41,,1.134328358209,255.39473684,76,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","IT Professionals","Image-60+ Franchise Stores across Maharashtra",65+,male,,,1.33333333,,6.65,,1.7045454545455,88.66666667,75,1,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","IT Professionals","Video-No. 1 Franchise Opportunity",35-44,female,,,1.33333333,,16.56,,1.3888888888889,220.8,75,1,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-Minimum Investment & Maximum Profit",35-44,female,,,0,,11.04,,1.48,149.18918919,74,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-60+ Franchise Stores across Maharashtra",55-64,male,,,4.10958904,,17.75,,1.7380952380952,243.15068493,73,3,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Housewives,"Image-No. 1 Franchise Opportunity",35-44,female,,,2.73972603,,11.66,,1.377358490566,159.7260274,73,2,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-No. 1 Franchise Opportunity",25-34,female,,,8.69565217,,10.12,,1.38,146.66666667,69,6,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Video-Own a Chicken Store Today",18-24,female,,,1.47058824,,4.58,,1.8888888888889,67.35294118,68,1,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-Own a Chicken Store Today",45-54,male,,,4.47761194,,11.14,,1.7179487179487,166.26865672,67,3,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","Business Owners","Image-Own a Chicken Store Today",25-34,female,,,4.54545455,,13.71,,1.3469387755102,207.72727273,66,3,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-Minimum Investment & Maximum Profit",25-34,female,,,1.51515152,,7.5,,1.4042553191489,113.63636364,66,1,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Housewives,"Image-60+ Franchise Stores across Maharashtra",45-54,female,,,3.07692308,,11.1,,1.4772727272727,170.76923077,65,2,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","Business Owners","Image-60+ Franchise Stores across Maharashtra",45-54,female,,,4.61538462,,24.21,,1.2037037037037,372.46153846,65,3,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","IT Professionals","Image-60+ Franchise Stores across Maharashtra",35-44,female,,,0,,9.56,,1.4222222222222,149.375,64,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","IT Professionals","Image-Own a Chicken Store Today",25-34,female,,,0,,20.14,,1.3404255319149,319.68253968,63,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-No. 1 Franchise Opportunity",18-24,female,,,1.58730159,,8.21,,1.8529411764706,130.31746032,63,1,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","Business Owners","Video-No. 1 Franchise Opportunity",45-54,female,,,1.66666667,,11.05,,1.7647058823529,184.16666667,60,1,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Video-Own a Chicken Store Today",45-54,female,,,1.66666667,,8.14,,4.2857142857143,135.66666667,60,1,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-Minimum Investment & Maximum Profit",18-24,female,"On-Facebook leads",1,5.26315789,1.7543859649123,5.51,5.51,1.3571428571429,96.66666667,57,3,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-No. 1 Franchise Opportunity",35-44,female,,,3.63636364,,7.72,,1.3414634146341,140.36363636,55,2,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","Business Owners","Image-Own a Chicken Store Today",65+,male,,,0,,3.36,,2.12,63.39622642,53,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","IT Professionals","Image-Own a Chicken Store Today",65+,male,,,0,,3.02,,2,58.07692308,52,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-60+ Franchise Stores across Maharashtra",18-24,female,,,0,,6.21,,1.5,121.76470588,51,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-60+ Franchise Stores across Maharashtra",18-24,male,,,0,,5.96,,1.02,116.8627451,51,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-No. 1 Franchise Opportunity",55-64,male,,,6.12244898,,13.98,,1.6333333333333,285.30612245,49,3,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-Own a Chicken Store Today",25-34,male,,,0,,2.8,,1.0434782608696,58.33333333,48,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-Partner with us today!",45-54,female,"On-Facebook leads",1,8.5106383,2.1276595744681,8.53,8.53,1.46875,181.4893617,47,4,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Housewives,"Video-No. 1 Franchise Opportunity",25-34,female,,,0,,11.11,,1.3939393939394,241.52173913,46,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Housewives,"Image-No. 1 Franchise Opportunity",25-34,female,,,2.17391304,,6.37,,1.1794871794872,138.47826087,46,1,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-60+ Franchise Stores across Maharashtra",18-24,female,,,0,,5.19,,1.2222222222222,117.95454545,44,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-No. 1 Franchise Opportunity",65+,male,,,0,,5.72,,4.3,133.02325581,43,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-60+ Franchise Stores across Maharashtra",35-44,female,,,0,,9.6,,1.2352941176471,228.57142857,42,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-Partner with us today!",35-44,unknown,,,0,,6.24,,0,160,39,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-Minimum Investment & Maximum Profit",65+,male,,,2.56410256,,6.62,,4.875,169.74358974,39,1,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-Own a Chicken Store Today",45-54,male,,,0,,5.78,,1.2333333333333,156.21621622,37,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","IT Professionals","Video-No. 1 Franchise Opportunity",65+,male,,,2.77777778,,6.85,,1.6363636363636,190.27777778,36,1,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-60+ Franchise Stores across Maharashtra",55-64,male,,,0,,5.8,,1.5,161.11111111,36,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-60+ Franchise Stores across Maharashtra",35-44,female,,,2.85714286,,9.84,,1.3461538461538,281.14285714,35,1,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-No. 1 Franchise Opportunity",45-54,female,,,0,,11.97,,1.375,362.72727273,33,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Housewives,"Video-No. 1 Franchise Opportunity",45-54,female,,,0,,6.61,,1.1851851851852,206.5625,32,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-Minimum Investment & Maximum Profit",35-44,female,,,3.125,,6.07,,1.1851851851852,189.6875,32,1,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","IT Professionals","Image-Partner with us today!",55-64,male,,,0,,3.78,,1.1481481481481,121.93548387,31,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-60+ Franchise Stores across Maharashtra",55-64,male,,,13.33333333,,11.93,,1.25,397.66666667,30,4,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","IT Professionals","Image-Own a Chicken Store Today",35-44,female,,,0,,4.09,,1.1153846153846,141.03448276,29,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-Partner with us today!",65+,male,"On-Facebook leads",1,10.34482759,3.448275862069,4.09,4.09,1.8125,141.03448276,29,3,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-Own a Chicken Store Today",25-34,female,,,3.44827586,,4.84,,1.2608695652174,166.89655172,29,1,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Housewives,"Image-No. 1 Franchise Opportunity",45-54,female,,,0,,4.81,,1.3809523809524,165.86206897,29,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-Minimum Investment & Maximum Profit",45-54,female,,,0,,5.52,,1.6875,204.44444444,27,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","IT Professionals","Image-Partner with us today!",25-34,female,,,0,,6.47,,1.08,239.62962963,27,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-Own a Chicken Store Today",18-24,male,,,3.7037037,,2.73,,1,101.11111111,27,1,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-Own a Chicken Store Today",25-34,female,,,0,,5.87,,1.2272727272727,217.40740741,27,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","IT Professionals","Image-Own a Chicken Store Today",55-64,male,,,0,,4.3,,1.2857142857143,159.25925926,27,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-Own a Chicken Store Today",18-24,female,,,0,,2.31,,1.4210526315789,85.55555556,27,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-Minimum Investment & Maximum Profit",18-24,female,,,0,,1.52,,1.5625,60.8,25,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-Minimum Investment & Maximum Profit",65+,male,,,4.16666667,,1.47,,6,61.25,24,1,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-No. 1 Franchise Opportunity",55-64,male,,,0,,5.87,,1.7142857142857,244.58333333,24,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-Minimum Investment & Maximum Profit",18-24,female,,,4.34782609,,1.42,,1,61.73913043,23,1,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-No. 1 Franchise Opportunity",65+,male,,,0,,0.92,,2.2,41.81818182,22,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","IT Professionals","Video-No. 1 Franchise Opportunity",45-54,female,,,0,,7.91,,1.2222222222222,359.54545455,22,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","IT Professionals","Image-60+ Franchise Stores across Maharashtra",45-54,female,,,0,,2.67,,1.8333333333333,121.36363636,22,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-60+ Franchise Stores across Maharashtra",45-54,female,,,0,,7.47,,1.375,339.54545455,22,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","IT Professionals","Image-Partner with us today!",65+,male,,,0,,0.89,,1.5,42.38095238,21,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-Minimum Investment & Maximum Profit",55-64,male,,,5,,3.42,,1.5384615384615,171,20,1,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-Partner with us today!",25-34,unknown,,,0,,1.7,,5,85,20,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-Minimum Investment & Maximum Profit",45-54,female,,,0,,4.3,,1.0555555555556,226.31578947,19,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-60+ Franchise Stores across Maharashtra",18-24,female,,,5.26315789,,1.1,,1,57.89473684,19,1,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","Business Owners","Image-Minimum Investment & Maximum Profit",35-44,unknown,,,0,,1.5399472284665,,0,85.5526238,18,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-Minimum Investment & Maximum Profit",65+,male,,,11.11111111,,1.1,,3,61.11111111,18,2,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","IT Professionals","Image-Minimum Investment & Maximum Profit",65+,female,,,0,,1.84,,4.25,108.23529412,17,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-Own a Chicken Store Today",18-24,female,,,0,,1.58,,1.5454545454545,92.94117647,17,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-60+ Franchise Stores across Maharashtra",45-54,female,,,5.88235294,,4.51,,1.4166666666667,265.29411765,17,1,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-Minimum Investment & Maximum Profit",25-34,unknown,,,0,,1.46,,4.25,85.88235294,17,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-No. 1 Franchise Opportunity",18-24,female,,,17.64705882,,1.22,,1.4166666666667,71.76470588,17,3,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-No. 1 Franchise Opportunity",45-54,female,,,17.64705882,,3.33,,1.4166666666667,195.88235294,17,3,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","Business Owners","Image-Own a Chicken Store Today",45-54,female,,,18.75,,2.98,,1.0666666666667,186.25,16,3,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Video-Own a Chicken Store Today",65+,male,,,0,,0.92,,8,57.5,16,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Video-Own a Chicken Store Today",35-44,unknown,,,7.14285714,,2.1,,1.75,150,14,1,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-Own a Chicken Store Today",35-44,female,,,0,,2.11,,1.2727272727273,150.71428571,14,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-Minimum Investment & Maximum Profit",35-44,unknown,,,7.14285714,,0.98,,1.75,70,14,1,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-No. 1 Franchise Opportunity",45-54,female,,,7.14285714,,3.64,,1.4,260,14,1,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","IT Professionals","Image-Partner with us today!",35-44,female,,,0,,1.82,,1.2727272727273,130,14,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-60+ Franchise Stores across Maharashtra",65+,male,,,0,,0.83,,1.75,59.28571429,14,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Video-Own a Chicken Store Today",25-34,unknown,,,0,,1.26,,2.1666666666667,96.92307692,13,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-No. 1 Franchise Opportunity",65+,male,,,0,,1.11,,1.625,85.38461538,13,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-60+ Franchise Stores across Maharashtra",65+,male,,,0,,1,,2.1666666666667,76.92307692,13,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","Business Owners","Image-Minimum Investment & Maximum Profit",55-64,female,,,0,,2.9998971983113,,1.625,230.76132295,13,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","Business Owners","Video-No. 1 Franchise Opportunity",55-64,female,"On-Facebook leads",1,66.66666667,8.3333333333333,7.69,7.69,1,640.83333333,12,8,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-60+ Franchise Stores across Maharashtra",45-54,male,,,0,,5.19,,1,471.81818182,11,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","Business Owners","Image-60+ Franchise Stores across Maharashtra",55-64,female,,,0,,4.86,,1.375,441.81818182,11,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-Own a Chicken Store Today",35-44,male,,,0,,1.44,,1,130.90909091,11,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","IT Professionals","Image-Own a Chicken Store Today",45-54,female,"On-Facebook leads",1,27.27272727,9.0909090909091,4.84,4.84,1.2222222222222,440,11,3,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","Business Owners","Image-No. 1 Franchise Opportunity",55-64,female,,,9.09090909,,3.79,,1.375,344.54545455,11,1,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov",Remarketing,"Image-No. 1 Franchise Opportunity",35-44,unknown,,,0,,0.48,,1.8333333333333,43.63636364,11,0,2019-11-01,2019-12-03
"CV - Franchise Lead Generation - Phase II - 3 Nov","IT Professionals","Image-Minimum Investment & Maximum Profit",35-44,unknown,,,0,,1.8,,1,163.63636364,11,0,2019-11-01,2019-12-03
