Campaign name,Ad set name,Age,Gender,Results,CTR (all),Result rate,Amount spent (INR),Cost per result,Frequency,"CPM (cost per 1,000 impressions)",Impressions,Clicks (all),Ad Format,Ad Headline
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,65+,male,0.0,4.16666667,0.0,1.47,,More than 5,61.25,24,1,Image,Minimum Investment & Maximum Profit
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,55-64,male,0.0,0.0,0.0,5.87,,1 to 2,244.58333333,24,0,Image,No. 1 Franchise Opportunity
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,18-24,female,0.0,4.34782609,0.0,1.42,,1 to 2,61.73913043,23,1,Image,Minimum Investment & Maximum Profit
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,65+,male,0.0,0.0,0.0,0.92,,2 to 3,41.81818182,22,0,Image,No. 1 Franchise Opportunity
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,45-54,female,0.0,0.0,0.0,7.91,,1 to 2,359.54545455,22,0,Video,No. 1 Franchise Opportunity
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,45-54,female,0.0,0.0,0.0,2.67,,1 to 2,121.36363636,22,0,Image,60+ Franchise Stores across Maharashtra
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,45-54,female,0.0,0.0,0.0,7.47,,1 to 2,339.54545455,22,0,Image,60+ Franchise Stores across Maharashtra
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,65+,male,0.0,0.0,0.0,0.89,,1 to 2,42.38095238,21,0,Image,Partner with us today!
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,55-64,male,0.0,5.0,0.0,3.42,,1 to 2,171.0,20,1,Image,Minimum Investment & Maximum Profit
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,45-54,female,0.0,0.0,0.0,4.3,,1 to 2,226.31578947,19,0,Image,Minimum Investment & Maximum Profit
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,18-24,female,0.0,5.26315789,0.0,1.1,,1 to 2,57.89473684,19,1,Image,60+ Franchise Stores across Maharashtra
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,65+,male,0.0,11.11111111,0.0,1.1,,3 to 4,61.11111111,18,2,Image,Minimum Investment & Maximum Profit
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,65+,female,0.0,0.0,0.0,1.84,,4 to 5,108.23529412,17,0,Image,Minimum Investment & Maximum Profit
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,18-24,female,0.0,0.0,0.0,1.58,,1 to 2,92.94117647,17,0,Image,Own a Chicken Store Today
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,45-54,female,0.0,5.88235294,0.0,4.51,,1 to 2,265.29411765,17,1,Image,60+ Franchise Stores across Maharashtra
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,18-24,female,0.0,17.64705882,0.0,1.22,,1 to 2,71.76470588,17,3,Image,No. 1 Franchise Opportunity
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,45-54,female,0.0,17.64705882,0.0,3.33,,1 to 2,195.88235294,17,3,Image,No. 1 Franchise Opportunity
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,45-54,female,0.0,18.75,0.0,2.98,,1 to 2,186.25,16,3,Image,Own a Chicken Store Today
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,65+,male,0.0,0.0,0.0,0.92,,More than 5,57.5,16,0,Video,Own a Chicken Store Today
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,35-44,female,0.0,0.0,0.0,2.11,,1 to 2,150.71428571,14,0,Image,Own a Chicken Store Today
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,45-54,female,0.0,7.14285714,0.0,3.64,,1 to 2,260.0,14,1,Image,No. 1 Franchise Opportunity
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,35-44,female,0.0,0.0,0.0,1.82,,1 to 2,130.0,14,0,Image,Partner with us today!
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,65+,male,0.0,0.0,0.0,0.83,,1 to 2,59.28571429,14,0,Image,60+ Franchise Stores across Maharashtra
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,65+,male,0.0,0.0,0.0,1.11,,1 to 2,85.38461538,13,0,Image,No. 1 Franchise Opportunity
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,65+,male,0.0,0.0,0.0,1.0,,2 to 3,76.92307692,13,0,Image,60+ Franchise Stores across Maharashtra
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,55-64,female,0.0,0.0,0.0,2.9998971983112996,,1 to 2,230.76132295,13,0,Image,Minimum Investment & Maximum Profit
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,55-64,female,1.0,66.66666667,8.3333333333333,7.69,7.69,1 to 2,640.83333333,12,8,Video,No. 1 Franchise Opportunity
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,45-54,male,0.0,0.0,0.0,5.19,,1 to 2,471.81818182,11,0,Image,60+ Franchise Stores across Maharashtra
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,55-64,female,0.0,0.0,0.0,4.86,,1 to 2,441.81818182,11,0,Image,60+ Franchise Stores across Maharashtra
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,35-44,male,0.0,0.0,0.0,1.44,,1 to 2,130.90909091,11,0,Image,Own a Chicken Store Today
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,45-54,female,1.0,27.27272727,9.090909090909099,4.84,4.84,1 to 2,440.0,11,3,Image,Own a Chicken Store Today
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,55-64,female,0.0,9.09090909,0.0,3.79,,1 to 2,344.54545455,11,1,Image,No. 1 Franchise Opportunity
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,65+,female,0.0,0.0,0.0,0.46,,1 to 2,46.0,10,0,Image,60+ Franchise Stores across Maharashtra
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,65+,male,0.0,0.0,0.0,1.04,,2 to 3,104.0,10,0,Image,Minimum Investment & Maximum Profit
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,45-54,female,0.0,0.0,0.0,2.24,,1 to 2,224.0,10,0,Image,60+ Franchise Stores across Maharashtra
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,55-64,female,0.0,0.0,0.0,4.54,,1 to 2,454.0,10,0,Image,Minimum Investment & Maximum Profit
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,65+,female,0.0,0.0,0.0,0.6799766982839001,,2 to 3,84.99708729,8,0,Image,Minimum Investment & Maximum Profit
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,65+,male,0.0,0.0,0.0,1.29,,2 to 3,161.25,8,0,Image,60+ Franchise Stores across Maharashtra
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,55-64,male,0.0,0.0,0.0,3.04,,1 to 2,380.0,8,0,Image,Own a Chicken Store Today
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,35-44,female,0.0,0.0,0.0,0.66,,1 to 2,94.28571429,7,0,Image,Own a Chicken Store Today
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,65+,male,0.0,0.0,0.0,2.13,,3 to 4,355.0,6,0,Image,Own a Chicken Store Today
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,55-64,female,0.0,0.0,0.0,0.7,,1 to 2,116.66666667,6,0,Image,Own a Chicken Store Today
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,55-64,female,0.0,0.0,0.0,2.36,,3 to 4,393.33333333,6,0,Image,Minimum Investment & Maximum Profit
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,65+,female,0.0,0.0,0.0,0.95,,1 to 2,158.33333333,6,0,Image,Minimum Investment & Maximum Profit
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,55-64,female,0.0,0.0,0.0,2.14,,1 to 2,428.0,5,0,Image,60+ Franchise Stores across Maharashtra
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,45-54,female,0.0,0.0,0.0,0.97,,1 to 2,242.5,4,0,Image,Minimum Investment & Maximum Profit
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,45-54,male,0.0,0.0,0.0,0.34,,1 to 2,85.0,4,0,Image,Own a Chicken Store Today
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,55-64,female,0.0,0.0,0.0,0.87,,1 to 2,217.5,4,0,Video,No. 1 Franchise Opportunity
CV - Franchise Lead Generation - Phase II - 3 Nov,Housewives,55-64,female,0.0,0.0,0.0,0.36,,1 to 2,90.0,4,0,Image,No. 1 Franchise Opportunity
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,65+,female,0.0,0.0,0.0,0.72,,1 to 2,180.0,4,0,Image,60+ Franchise Stores across Maharashtra
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,65+,female,0.0,0.0,0.0,0.39,,1 to 2,97.5,4,0,Image,No. 1 Franchise Opportunity
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,65+,female,0.0,0.0,0.0,0.15,,1 to 2,50.0,3,0,Video,No. 1 Franchise Opportunity
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,55-64,female,0.0,0.0,0.0,0.39,,1 to 2,130.0,3,0,Image,Own a Chicken Store Today
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,25-34,female,0.0,0.0,0.0,0.24,,1 to 2,80.0,3,0,Image,60+ Franchise Stores across Maharashtra
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,45-54,female,0.0,0.0,0.0,0.45,,1 to 2,150.0,3,0,Image,Partner with us today!
CV - Franchise Lead Generation - Phase II - 3 Nov,Housewives,55-64,female,0.0,0.0,0.0,0.64,,1 to 2,213.33333333,3,0,Video,No. 1 Franchise Opportunity
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,35-44,female,0.0,0.0,0.0,0.22,,1 to 2,73.33333333,3,0,Image,60+ Franchise Stores across Maharashtra
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,65+,female,0.0,0.0,0.0,0.41,,1 to 2,136.66666667,3,0,Image,Partner with us today!
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,55-64,female,0.0,0.0,0.0,0.77,,1 to 2,256.66666667,3,0,Image,Partner with us today!
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,65+,male,0.0,0.0,0.0,0.14,,1 to 2,46.66666667,3,0,Image,Own a Chicken Store Today
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,55-64,male,0.0,0.0,0.0,1.77,,1 to 2,590.0,3,0,Image,Own a Chicken Store Today
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,65+,female,0.0,0.0,0.0,0.03,,1 to 2,15.0,2,0,Image,Own a Chicken Store Today
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,55-64,female,0.0,0.0,0.0,0.68,,1 to 2,340.0,2,0,Image,Minimum Investment & Maximum Profit
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,55-64,female,0.0,0.0,0.0,0.73,,1 to 2,365.0,2,0,Image,60+ Franchise Stores across Maharashtra
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,45-54,female,0.0,0.0,0.0,1.49,,1 to 2,745.0,2,0,Image,Own a Chicken Store Today
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,65+,female,0.0,0.0,0.0,0.27,,2 to 3,135.0,2,0,Image,Own a Chicken Store Today
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,65+,female,0.0,0.0,0.0,0.35,,1 to 2,175.0,2,0,Image,Partner with us today!
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,55-64,male,0.0,0.0,0.0,0.47,,1 to 2,235.0,2,0,Image,60+ Franchise Stores across Maharashtra
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,55-64,female,0.0,0.0,0.0,0.65,,2 to 3,325.0,2,0,Image,Partner with us today!
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,65+,female,0.0,0.0,0.0,0.12,,1 to 2,60.0,2,0,Video,No. 1 Franchise Opportunity
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,55-64,female,0.0,0.0,0.0,0.6,,1 to 2,300.0,2,0,Video,Own a Chicken Store Today
CV - Franchise Lead Generation - Phase II - 3 Nov,Housewives,55-64,female,0.0,0.0,0.0,0.07,,1 to 2,70.0,1,0,Image,Minimum Investment & Maximum Profit
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,65+,female,0.0,0.0,0.0,0.01,,1 to 2,10.0,1,0,Image,60+ Franchise Stores across Maharashtra
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,45-54,female,0.0,0.0,0.0,0.07,,1 to 2,70.0,1,0,Image,60+ Franchise Stores across Maharashtra
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,65+,female,0.0,0.0,0.0,0.19,,1 to 2,190.0,1,0,Image,60+ Franchise Stores across Maharashtra
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,65+,female,0.0,0.0,0.0,0.15,,1 to 2,150.0,1,0,Image,No. 1 Franchise Opportunity
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,65+,female,0.0,0.0,0.0,0.2,,1 to 2,200.0,1,0,Image,No. 1 Franchise Opportunity
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,65+,female,0.0,0.0,0.0,0.06,,1 to 2,60.0,1,0,Image,Own a Chicken Store Today
CV - Franchise Lead Generation - Phase II - 3 Nov,Housewives,55-64,female,0.0,0.0,0.0,0.02,,1 to 2,20.0,1,0,Image,60+ Franchise Stores across Maharashtra
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,45-54,female,0.0,0.0,0.0,0.08,,1 to 2,80.0,1,0,Image,Own a Chicken Store Today
