Campaign name,Ad set name,Results,CTR (all),Result rate,Amount spent (INR),Cost per result,Frequency,"CPM (cost per 1,000 impressions)",Impressions,Clicks (all),time,Date,Day of Week,Type of Day
CV - Franchise Lead Generation - Phase II - 3 Nov,Housewives,0.0,0.0,0.0,1.82,,1 to 2,202.22222222,9,0,6) 8 PM - 12 AM,2019-11-27,3. Wednesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Housewives,0.0,0.0,0.0,1.37,,1 to 2,137.0,10,0,4) 1 PM - 5 PM,2019-11-27,3. Wednesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Housewives,0.0,0.0,0.0,1.66,,1 to 2,166.0,10,0,6) 8 PM - 12 AM,2019-11-27,3. Wednesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Housewives,0.0,0.0,0.0,0.54,,1 to 2,108.0,5,0,6) 8 PM - 12 AM,2019-11-27,3. Wednesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Housewives,0.0,12.5,0.0,1.84,,1 to 2,230.0,8,1,4) 1 PM - 5 PM,2019-11-27,3. Wednesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Housewives,0.0,14.28571429,0.0,1.88,,1 to 2,268.57142857,7,1,5) 5 PM - 8 PM,2019-11-27,3. Wednesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Housewives,0.0,0.0,0.0,0.37,,1 to 2,185.0,2,0,3) 10 AM - 1 PM,2019-11-27,3. Wednesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,0.0,0.0,0.0,0.07,,1 to 2,70.0,1,0,1) 4 AM - 7 AM,2019-11-27,3. Wednesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Housewives,0.0,0.0,0.0,0.57,,1 to 2,190.0,3,0,3) 10 AM - 1 PM,2019-11-27,3. Wednesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Housewives,0.0,0.0,0.0,0.37,,1 to 2,123.33333333,3,0,3) 10 AM - 1 PM,2019-11-27,3. Wednesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Housewives,0.0,0.0,0.0,0.5,,1 to 2,125.0,4,0,2) 7 AM - 10 AM,2019-11-27,3. Wednesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Housewives,0.0,0.0,0.0,0.31,,1 to 2,77.5,4,0,2) 7 AM - 10 AM,2019-11-27,3. Wednesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,0.0,0.0,0.0,4.08,,1 to 2,110.27027027,37,0,7) 12 AM - 4 AM,2019-11-27,3. Wednesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,0.0,0.0,0.0,0.08,,1 to 2,80.0,1,0,1) 4 AM - 7 AM,2019-11-27,3. Wednesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,0.0,0.0,0.0,0.03,,1 to 2,30.0,1,0,1) 4 AM - 7 AM,2019-11-27,3. Wednesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Housewives,0.0,0.0,0.0,2.96,,1 to 2,296.0,10,0,6) 8 PM - 12 AM,2019-11-27,3. Wednesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Housewives,0.0,0.0,0.0,1.37,,1 to 2,171.25,8,0,7) 12 AM - 4 AM,2019-11-27,3. Wednesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,1.0,1.56521739,0.17391304347826,49.08,49.08,1 to 2,85.35652174,575,9,4) 1 PM - 5 PM,2019-11-27,3. Wednesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,0.0,1.27226463,0.0,36.88,,1 to 2,93.84223919,393,5,2) 7 AM - 10 AM,2019-11-27,3. Wednesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,0.0,1.2195122,0.0,16.54,,1 to 2,100.85365854,164,2,7) 12 AM - 4 AM,2019-11-27,3. Wednesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,0.0,1.54639175,0.0,19.65,,1 to 2,101.28865979,194,3,2) 7 AM - 10 AM,2019-11-27,3. Wednesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,0.0,3.02013423,0.0,29.67,,1 to 2,99.56375839,298,9,2) 7 AM - 10 AM,2019-11-27,3. Wednesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,1.0,2.25352113,0.28169014084507,42.93,42.93,1 to 2,120.92957746,355,8,7) 12 AM - 4 AM,2019-11-27,3. Wednesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,0.0,1.90217391,0.0,47.55,,1 to 2,129.21195652,368,7,6) 8 PM - 12 AM,2019-11-27,3. Wednesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,0.0,2.39361702,0.0,37.95,,1 to 2,100.93085106,376,9,5) 5 PM - 8 PM,2019-11-27,3. Wednesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,0.0,0.26385224,0.0,41.57,,1 to 2,109.68337731,379,1,5) 5 PM - 8 PM,2019-11-27,3. Wednesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,0.0,2.53807107,0.0,39.24,,1 to 2,99.59390863,394,10,4) 1 PM - 5 PM,2019-11-27,3. Wednesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,0.0,0.0,0.0,0.02,,1 to 2,20.0,1,0,7) 12 AM - 4 AM,2019-11-27,3. Wednesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,0.0,1.77664975,0.0,36.64,,1 to 2,92.99492386,394,7,5) 5 PM - 8 PM,2019-11-27,3. Wednesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,0.0,2.43902439,0.0,41.57,,1 to 2,101.3902439,410,10,4) 1 PM - 5 PM,2019-11-27,3. Wednesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,1.0,0.72289157,0.24096385542169002,42.42,42.42,1 to 2,102.21686747,415,3,3) 10 AM - 1 PM,2019-11-27,3. Wednesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,0.0,0.23923445,0.0,40.32,,1 to 2,96.45933014,418,1,3) 10 AM - 1 PM,2019-11-27,3. Wednesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,1.0,1.35440181,0.22573363431151003,45.63,45.63,1 to 2,103.00225734,443,6,6) 8 PM - 12 AM,2019-11-27,3. Wednesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Housewives,0.0,0.0,0.0,0.25,,1 to 2,125.0,2,0,2) 7 AM - 10 AM,2019-11-27,3. Wednesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,1.0,2.40700219,0.21881838074398,40.24,40.24,1 to 2,88.05251641,457,11,6) 8 PM - 12 AM,2019-11-27,3. Wednesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,1.0,1.73535792,0.21691973969631,43.12,43.12,1 to 2,93.53579176,461,8,3) 10 AM - 1 PM,2019-11-27,3. Wednesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,0.0,0.0,0.0,0.02,,1 to 2,20.0,1,0,1) 4 AM - 7 AM,2019-11-27,3. Wednesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,0.0,4.81283422,0.0,18.14,,1 to 2,97.00534759,187,9,6) 8 PM - 12 AM,2019-11-27,3. Wednesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,1.0,1.89473684,0.21052631578947,48.11,48.11,1 to 2,101.28421053,475,9,4) 1 PM - 5 PM,2019-11-27,3. Wednesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,0.0,1.45985401,0.0,21.19,,1 to 2,154.67153285,137,2,4) 1 PM - 5 PM,2019-11-27,3. Wednesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,0.0,0.0,0.0,15.06,,1 to 2,167.33333333,90,0,2) 7 AM - 10 AM,2019-11-27,3. Wednesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,0.0,0.0,0.0,17.02,,1 to 2,175.46391753,97,0,3) 10 AM - 1 PM,2019-11-27,3. Wednesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,0.0,0.0,0.0,17.7,,1 to 2,150.0,118,0,3) 10 AM - 1 PM,2019-11-27,3. Wednesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,0.0,0.0,0.0,20.89,,1 to 2,144.06896552,145,0,6) 8 PM - 12 AM,2019-11-27,3. Wednesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,0.0,1.96078431,0.0,7.25,,1 to 2,142.15686275,51,1,7) 12 AM - 4 AM,2019-11-27,3. Wednesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,0.0,2.7027027,0.0,13.07,,1 to 2,176.62162162,74,2,2) 7 AM - 10 AM,2019-11-27,3. Wednesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,0.0,1.35135135,0.0,16.11,,1 to 2,108.85135135,148,2,4) 1 PM - 5 PM,2019-11-27,3. Wednesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,0.0,0.0,0.0,12.37,,1 to 2,164.93333333,75,0,2) 7 AM - 10 AM,2019-11-27,3. Wednesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,0.0,4.05405405,0.0,20.26,,1 to 2,136.89189189,148,6,5) 5 PM - 8 PM,2019-11-27,3. Wednesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,0.0,1.09289617,0.0,21.56,,1 to 2,117.81420765,183,2,5) 5 PM - 8 PM,2019-11-27,3. Wednesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,0.0,1.11111111,0.0,20.88,,1 to 2,116.0,180,2,5) 5 PM - 8 PM,2019-11-27,3. Wednesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,0.0,1.2195122,0.0,19.01,,1 to 2,115.91463415,164,2,6) 8 PM - 12 AM,2019-11-27,3. Wednesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,0.0,2.5210084,0.0,15.9,,1 to 2,133.61344538,119,3,3) 10 AM - 1 PM,2019-11-27,3. Wednesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,0.0,1.53061224,0.0,21.76,,1 to 2,111.02040816,196,3,6) 8 PM - 12 AM,2019-11-27,3. Wednesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,0.0,4.16666667,0.0,18.88,,1 to 2,196.66666667,96,4,7) 12 AM - 4 AM,2019-11-27,3. Wednesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,1.0,3.31125828,0.66225165562914,21.29,21.29,1 to 2,140.99337748,151,5,4) 1 PM - 5 PM,2019-11-27,3. Wednesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,1.0,3.20855615,0.53475935828877,24.04,24.04,1 to 2,128.55614973,187,6,4) 1 PM - 5 PM,2019-11-27,3. Wednesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,1.0,1.88679245,0.20964360587001998,49.95,49.95,1 to 2,104.71698113,477,9,6) 8 PM - 12 AM,2019-11-27,3. Wednesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,0.0,2.20588235,0.0,17.53,,1 to 2,128.89705882,136,3,6) 8 PM - 12 AM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,0.0,1.44230769,0.0,29.57,,1 to 2,142.16346154,208,3,6) 8 PM - 12 AM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,0.0,1.0989011,0.0,9.59,,1 to 2,105.38461538,91,1,4) 1 PM - 5 PM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,0.0,0.0,0.0,0.03,,1 to 2,30.0,1,0,1) 4 AM - 7 AM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,0.0,0.0,0.0,3.85,,1 to 2,148.07692308,26,0,2) 7 AM - 10 AM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,0.0,0.0,0.0,8.53,,1 to 2,149.64912281,57,0,2) 7 AM - 10 AM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,0.0,0.0,0.0,11.72,,1 to 2,148.35443038,79,0,3) 10 AM - 1 PM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,0.0,1.53846154,0.0,7.91,,1 to 2,121.69230769,65,1,2) 7 AM - 10 AM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,0.0,1.38888889,0.0,7.95,,1 to 2,110.41666667,72,1,3) 10 AM - 1 PM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,0.0,0.78125,0.0,16.52,,1 to 2,129.0625,128,1,5) 5 PM - 8 PM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,0.0,0.0,0.0,16.81,,1 to 2,193.2183908,87,0,7) 12 AM - 4 AM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,0.0,0.54644809,0.0,22.44,,1 to 2,122.62295082,183,1,6) 8 PM - 12 AM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,0.0,1.88679245,0.0,17.51,,1 to 2,165.18867925,106,2,3) 10 AM - 1 PM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,0.0,1.65289256,0.0,15.26,,1 to 2,126.11570248,121,2,4) 1 PM - 5 PM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,0.0,1.52671756,0.0,12.17,,1 to 2,92.90076336,131,2,5) 5 PM - 8 PM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,1.0,3.2967032999999994,1.0989010989011,11.34,11.34,1 to 2,124.61538462,91,3,4) 1 PM - 5 PM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,0.0,2.63157895,0.0,13.71,,1 to 2,120.26315789,114,3,4) 1 PM - 5 PM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,2.0,4.32098765,1.2345679012346,18.18,9.09,1 to 2,112.22222222,162,7,6) 8 PM - 12 AM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,0.0,0.0,0.0,5.88,,1 to 2,136.74418605,43,0,7) 12 AM - 4 AM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Housewives,0.0,0.0,0.0,0.2,,1 to 2,200.0,1,0,7) 12 AM - 4 AM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Housewives,0.0,11.11111111,0.0,1.08,,1 to 2,120.0,9,1,7) 12 AM - 4 AM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Housewives,0.0,0.0,0.0,0.27,,1 to 2,135.0,2,0,5) 5 PM - 8 PM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Housewives,0.0,0.0,0.0,0.61,,1 to 2,87.14285714,7,0,6) 8 PM - 12 AM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Housewives,0.0,0.0,0.0,1.24,,1 to 2,137.77777778,9,0,6) 8 PM - 12 AM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Housewives,0.0,0.0,0.0,0.77,,1 to 2,96.25,8,0,6) 8 PM - 12 AM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Housewives,0.0,0.0,0.0,0.49,,1 to 2,98.0,5,0,6) 8 PM - 12 AM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Housewives,0.0,0.0,0.0,1.05,,1 to 2,175.0,6,0,5) 5 PM - 8 PM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Housewives,0.0,0.0,0.0,0.76,,1 to 2,84.44444444,9,0,5) 5 PM - 8 PM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Housewives,0.0,0.0,0.0,0.45,,1 to 2,90.0,5,0,4) 1 PM - 5 PM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Housewives,0.0,0.0,0.0,1.09,,1 to 2,181.66666667,6,0,2) 7 AM - 10 AM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Housewives,0.0,0.0,0.0,0.14,,1 to 2,46.66666667,3,0,4) 1 PM - 5 PM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Housewives,0.0,0.0,0.0,1.6,,1 to 2,200.0,8,0,4) 1 PM - 5 PM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Housewives,0.0,0.0,0.0,2.4,,1 to 2,184.61538462,13,0,4) 1 PM - 5 PM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Housewives,0.0,0.0,0.0,1.05,,1 to 2,131.25,8,0,3) 10 AM - 1 PM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Housewives,0.0,0.0,0.0,1.08,,1 to 2,135.0,8,0,3) 10 AM - 1 PM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Housewives,0.0,0.0,0.0,1.82,,1 to 2,364.0,5,0,3) 10 AM - 1 PM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Housewives,0.0,0.0,0.0,0.07,,1 to 2,35.0,2,0,2) 7 AM - 10 AM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,0.0,0.8,0.0,16.02,,1 to 2,128.16,125,1,5) 5 PM - 8 PM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,0.0,0.94043887,0.0,46.85,,1 to 2,146.86520376,319,3,7) 12 AM - 4 AM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,0.0,1.42857143,0.0,18.25,,1 to 2,130.35714286,140,2,4) 1 PM - 5 PM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,1.0,13.79310345,3.448275862069,3.86,3.86,1 to 2,133.10344828,29,4,2) 7 AM - 10 AM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,1.0,1.05078809,0.17513134851138,52.83,52.83,1 to 2,92.52189142,571,6,3) 10 AM - 1 PM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,0.0,1.20481928,0.0,51.24,,1 to 2,88.19277108,581,7,6) 8 PM - 12 AM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,0.0,1.48026316,0.0,65.05,,1 to 2,106.99013158,608,9,4) 1 PM - 5 PM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,0.0,0.81967213,0.0,60.67,,1 to 2,99.45901639,610,5,6) 8 PM - 12 AM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,0.0,0.95541401,0.0,55.51,,1 to 2,88.39171975,628,6,5) 5 PM - 8 PM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,0.0,1.07692308,0.0,63.79,,1 to 2,98.13846154,650,7,4) 1 PM - 5 PM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,0.0,1.38461538,0.0,67.03,,1 to 2,103.12307692,650,9,6) 8 PM - 12 AM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,1.0,2.28136882,0.38022813688213,29.72,29.72,1 to 2,113.00380228,263,6,6) 8 PM - 12 AM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,1.0,3.26797386,0.65359477124183,16.82,16.82,1 to 2,109.93464052,153,5,5) 5 PM - 8 PM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,1.0,5.31914894,1.063829787234,19.96,19.96,1 to 2,212.34042553,94,5,7) 12 AM - 4 AM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,0.0,3.17460317,0.0,16.71,,1 to 2,132.61904762,126,4,4) 1 PM - 5 PM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,1.0,3.96039604,0.99009900990099,16.17,16.17,1 to 2,160.09900990000003,101,4,4) 1 PM - 5 PM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,0.0,1.54639175,0.0,21.76,,1 to 2,112.16494845,194,3,6) 8 PM - 12 AM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,0.0,0.38095238,0.0,46.64,,1 to 2,88.83809524,525,2,4) 1 PM - 5 PM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,1.0,1.44927536,0.7246376811594201,14.65,14.65,1 to 2,106.15942029,138,2,5) 5 PM - 8 PM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,0.0,1.5625,0.0,13.89,,1 to 2,108.515625,128,2,4) 1 PM - 5 PM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,0.0,3.38983051,0.0,7.94,,1 to 2,134.57627119,59,2,2) 7 AM - 10 AM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,0.0,0.57803468,0.0,23.97,,1 to 2,138.55491329,173,1,6) 8 PM - 12 AM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,0.0,0.95238095,0.0,11.52,,1 to 2,109.71428571,105,1,3) 10 AM - 1 PM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,0.0,0.0,0.0,28.57,,1 to 2,124.75982533,229,0,6) 8 PM - 12 AM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,0.0,0.0,0.0,23.01,,1 to 2,130.0,177,0,5) 5 PM - 8 PM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,0.0,0.0,0.0,7.79,,1 to 2,105.27027027,74,0,3) 10 AM - 1 PM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,0.0,0.0,0.0,8.71,,1 to 2,131.96969697,66,0,3) 10 AM - 1 PM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,0.0,0.0,0.0,4.87,,1 to 2,97.4,50,0,2) 7 AM - 10 AM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,0.0,0.0,0.0,0.03,,1 to 2,30.0,1,0,1) 4 AM - 7 AM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,0.0,0.0,0.0,0.01,,1 to 2,10.0,1,0,1) 4 AM - 7 AM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,0.0,0.0,0.0,4.18,,1 to 2,144.13793103,29,0,7) 12 AM - 4 AM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,0.0,0.36900369,0.0,57.16,,1 to 2,105.46125461,542,2,5) 5 PM - 8 PM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,0.0,0.67453626,0.0,58.71,,1 to 2,99.00505902,593,4,6) 8 PM - 12 AM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,0.0,0.57692308,0.0,49.53,,1 to 2,95.25,520,3,5) 5 PM - 8 PM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,2.0,1.70940171,0.42735042735042994,44.44,22.22,1 to 2,94.95726496,468,8,3) 10 AM - 1 PM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,1.0,1.14942529,0.22988505747126,53.84,53.84,1 to 2,123.77011494,435,5,3) 10 AM - 1 PM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,1.0,1.4354067,0.23923444976077,45.99,45.99,1 to 2,110.02392344,418,6,2) 7 AM - 10 AM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,1.0,1.0989011,0.36630036630037,28.1,28.1,1 to 2,102.93040293,273,3,2) 7 AM - 10 AM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,2.0,4.84848485,1.2121212121212,19.37,9.685,1 to 2,117.39393939,165,8,2) 7 AM - 10 AM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,0.0,1.4084507,0.0,16.22,,1 to 2,114.22535211,142,2,7) 12 AM - 4 AM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,0.0,0.0,0.0,0.02,,1 to 2,20.0,1,0,1) 4 AM - 7 AM,2019-11-26,2. Tuesday,Weekday
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,0.0,0.0,0.0,0.36,,1 to 2,360.0,1,0,7) 12 AM - 4 AM,2019-11-26,2. Tuesday,Weekday
