Campaign name,Ad set name,Results,CTR (all),Result rate,Amount spent (INR),Cost per result,Frequency,"CPM (cost per 1,000 impressions)",Impressions,Clicks (all),time,Date,Day of Week,Type of Day
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,1.0,5.55555556,0.79365079365079,11.9,11.9,1 to 2,94.44444444,126,7,6) 8 PM - 12 AM,2019-12-01,7. Sunday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,0.0,1.3592233,0.0,58.3,,1 to 2,113.20388349999999,515,7,4) 1 PM - 5 PM,2019-12-01,7. Sunday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Housewives,0.0,0.0,0.0,0.57,,1 to 2,114.0,5,0,4) 1 PM - 5 PM,2019-12-01,7. Sunday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Housewives,0.0,0.0,0.0,0.33,,1 to 2,55.0,6,0,3) 10 AM - 1 PM,2019-12-01,7. Sunday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,0.0,1.88679245,0.0,21.72,,1 to 2,136.60377358,159,3,7) 12 AM - 4 AM,2019-12-01,7. Sunday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Housewives,0.0,0.0,0.0,0.63,,1 to 2,210.0,3,0,3) 10 AM - 1 PM,2019-12-01,7. Sunday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Housewives,0.0,0.0,0.0,1.77,,1 to 2,177.0,10,0,2) 7 AM - 10 AM,2019-12-01,7. Sunday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Housewives,0.0,0.0,0.0,1.49,,1 to 2,745.0,2,0,2) 7 AM - 10 AM,2019-12-01,7. Sunday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Housewives,0.0,0.0,0.0,0.09,,1 to 2,90.0,1,0,2) 7 AM - 10 AM,2019-12-01,7. Sunday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Housewives,0.0,0.0,0.0,0.75,,1 to 2,187.5,4,0,7) 12 AM - 4 AM,2019-12-01,7. Sunday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Housewives,0.0,0.0,0.0,0.65,,1 to 2,92.85714286,7,0,7) 12 AM - 4 AM,2019-12-01,7. Sunday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,0.0,1.66358595,0.0,61.75,,1 to 2,114.14048059,541,9,3) 10 AM - 1 PM,2019-12-01,7. Sunday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,0.0,1.91570881,0.0,54.58,,1 to 2,104.55938697,522,10,4) 1 PM - 5 PM,2019-12-01,7. Sunday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,0.0,0.79840319,0.0,47.62,,1 to 2,95.0499002,501,4,5) 5 PM - 8 PM,2019-12-01,7. Sunday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Housewives,0.0,0.0,0.0,1.27,,1 to 2,317.5,4,0,4) 1 PM - 5 PM,2019-12-01,7. Sunday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,2.0,2.82258065,0.40322580645160994,48.49,24.245,1 to 2,97.76209677,496,14,6) 8 PM - 12 AM,2019-12-01,7. Sunday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,0.0,1.4198783000000001,0.0,49.89,,1 to 2,101.19675456,493,7,4) 1 PM - 5 PM,2019-12-01,7. Sunday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,1.0,1.2371134,0.20618556701031,44.36,44.36,1 to 2,91.46391753,485,6,6) 8 PM - 12 AM,2019-12-01,7. Sunday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,0.0,1.3363029,0.0,38.45,,1 to 2,85.63474388,449,6,5) 5 PM - 8 PM,2019-12-01,7. Sunday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,0.0,1.56599553,0.0,50.58,,1 to 2,113.15436242,447,7,4) 1 PM - 5 PM,2019-12-01,7. Sunday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,1.0,0.90293454,0.22573363431151003,45.49,45.49,1 to 2,102.68623025,443,4,3) 10 AM - 1 PM,2019-12-01,7. Sunday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,0.0,1.16009281,0.0,52.82,,1 to 2,122.55220418,431,5,5) 5 PM - 8 PM,2019-12-01,7. Sunday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,1.0,2.10280374,0.23364485981307997,43.43,43.43,1 to 2,101.47196262,428,9,6) 8 PM - 12 AM,2019-12-01,7. Sunday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,2.0,2.10280374,0.46728971962616994,45.02,22.51,1 to 2,105.18691589,428,9,3) 10 AM - 1 PM,2019-12-01,7. Sunday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,1.0,2.29226361,0.2865329512894,49.35,49.35,1 to 2,141.40401146,349,8,7) 12 AM - 4 AM,2019-12-01,7. Sunday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,1.0,1.7699115,0.29498525073746,30.14,30.14,1 to 2,88.90855457,339,6,2) 7 AM - 10 AM,2019-12-01,7. Sunday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Housewives,0.0,0.0,0.0,0.43,,1 to 2,43.0,10,0,4) 1 PM - 5 PM,2019-12-01,7. Sunday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Housewives,0.0,0.0,0.0,2.04,,1 to 2,510.0,4,0,4) 1 PM - 5 PM,2019-12-01,7. Sunday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,0.0,3.31491713,0.0,20.92,,1 to 2,115.5801105,181,6,2) 7 AM - 10 AM,2019-12-01,7. Sunday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,0.0,0.89285714,0.0,15.72,,1 to 2,140.35714286,112,1,5) 5 PM - 8 PM,2019-12-01,7. Sunday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,0.0,2.92397661,0.0,18.46,,1 to 2,107.95321637,171,5,6) 8 PM - 12 AM,2019-12-01,7. Sunday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,0.0,2.53164557,0.0,16.35,,1 to 2,103.48101266,158,4,5) 5 PM - 8 PM,2019-12-01,7. Sunday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,0.0,3.22580645,0.0,18.99,,1 to 2,153.14516129,124,4,4) 1 PM - 5 PM,2019-12-01,7. Sunday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,1.0,2.94117647,0.73529411764706,22.49,22.49,1 to 2,165.36764706,136,4,3) 10 AM - 1 PM,2019-12-01,7. Sunday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,1.0,2.27272727,0.75757575757576,17.34,17.34,1 to 2,131.36363636,132,3,6) 8 PM - 12 AM,2019-12-01,7. Sunday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,1.0,2.20588235,0.73529411764706,16.82,16.82,1 to 2,123.67647059,136,3,4) 1 PM - 5 PM,2019-12-01,7. Sunday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,0.0,1.85185185,0.0,27.97,,1 to 2,172.65432099,162,3,4) 1 PM - 5 PM,2019-12-01,7. Sunday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,0.0,2.23880597,0.0,19.91,,1 to 2,148.58208955,134,3,3) 10 AM - 1 PM,2019-12-01,7. Sunday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,0.0,2.18978102,0.0,23.31,,1 to 2,170.1459854,137,3,7) 12 AM - 4 AM,2019-12-01,7. Sunday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,0.0,0.62893082,0.0,18.4,,1 to 2,115.72327044,159,1,6) 8 PM - 12 AM,2019-12-01,7. Sunday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,0.0,0.8,0.0,14.85,,1 to 2,118.8,125,1,5) 5 PM - 8 PM,2019-12-01,7. Sunday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,0.0,0.625,0.0,19.24,,1 to 2,120.25,160,1,4) 1 PM - 5 PM,2019-12-01,7. Sunday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Housewives,0.0,0.0,0.0,0.66,,1 to 2,165.0,4,0,5) 5 PM - 8 PM,2019-12-01,7. Sunday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,0.0,1.17647059,0.0,10.85,,1 to 2,127.64705882,85,1,2) 7 AM - 10 AM,2019-12-01,7. Sunday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,0.0,0.0,0.0,21.25,,1 to 2,138.88888889,153,0,3) 10 AM - 1 PM,2019-12-01,7. Sunday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,0.0,0.0,0.0,20.57,,1 to 2,194.05660377,106,0,2) 7 AM - 10 AM,2019-12-01,7. Sunday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,0.0,0.0,0.0,7.12,,1 to 2,116.72131148,61,0,2) 7 AM - 10 AM,2019-12-01,7. Sunday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,0.0,0.0,0.0,7.43,,1 to 2,125.93220339,59,0,7) 12 AM - 4 AM,2019-12-01,7. Sunday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,0.0,4.59770115,0.0,9.64,,1 to 2,110.8045977,87,4,4) 1 PM - 5 PM,2019-12-01,7. Sunday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Housewives,0.0,0.0,0.0,0.58,,1 to 2,82.85714286,7,0,6) 8 PM - 12 AM,2019-12-01,7. Sunday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Housewives,0.0,0.0,0.0,0.46,,1 to 2,65.71428571,7,0,6) 8 PM - 12 AM,2019-12-01,7. Sunday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Housewives,0.0,0.0,0.0,0.03,,1 to 2,30.0,1,0,6) 8 PM - 12 AM,2019-12-01,7. Sunday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Housewives,0.0,0.0,0.0,0.31,,1 to 2,62.0,5,0,5) 5 PM - 8 PM,2019-12-01,7. Sunday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Housewives,0.0,0.0,0.0,0.41,,1 to 2,68.33333333,6,0,5) 5 PM - 8 PM,2019-12-01,7. Sunday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,0.0,2.99003322,0.0,30.46,,1 to 2,101.19601329,301,9,2) 7 AM - 10 AM,2019-12-01,7. Sunday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Housewives,0.0,0.0,0.0,0.81,,1 to 2,162.0,5,0,3) 10 AM - 1 PM,2019-12-01,7. Sunday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,0.0,0.0,0.0,5.21,,1 to 2,289.44444444,18,0,2) 7 AM - 10 AM,2019-12-01,7. Sunday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,0.0,3.44827586,0.0,4.26,,1 to 2,146.89655172,29,1,7) 12 AM - 4 AM,2019-12-01,7. Sunday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,0.0,0.0,0.0,9.62,,1 to 2,200.41666667,48,0,2) 7 AM - 10 AM,2019-12-01,7. Sunday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,0.0,0.0,0.0,8.59,,1 to 2,156.18181818,55,0,3) 10 AM - 1 PM,2019-12-01,7. Sunday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,0.0,0.0,0.0,10.39,,1 to 2,128.27160494,81,0,4) 1 PM - 5 PM,2019-12-01,7. Sunday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,0.0,0.0,0.0,8.82,,1 to 2,107.56097561,82,0,5) 5 PM - 8 PM,2019-12-01,7. Sunday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,0.0,0.0,0.0,15.39,,1 to 2,135.0,114,0,6) 8 PM - 12 AM,2019-12-01,7. Sunday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,0.0,1.14942529,0.0,16.05,,1 to 2,184.48275862,87,1,7) 12 AM - 4 AM,2019-12-01,7. Sunday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,0.0,0.0,0.0,10.09,,1 to 2,96.09523809999999,105,0,5) 5 PM - 8 PM,2019-12-01,7. Sunday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,0.0,1.35135135,0.0,12.94,,1 to 2,174.86486486,74,1,3) 10 AM - 1 PM,2019-12-01,7. Sunday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,0.0,1.26582278,0.0,9.9,,1 to 2,125.3164557,79,1,4) 1 PM - 5 PM,2019-12-01,7. Sunday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,0.0,1.07526882,0.0,15.63,,1 to 2,168.06451613,93,1,4) 1 PM - 5 PM,2019-12-01,7. Sunday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,0.0,1.01010101,0.0,14.11,,1 to 2,142.52525253,99,1,5) 5 PM - 8 PM,2019-12-01,7. Sunday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,0.0,2.53164557,0.0,15.91,,1 to 2,201.39240506,79,2,3) 10 AM - 1 PM,2019-12-01,7. Sunday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,0.0,1.52671756,0.0,10.57,,1 to 2,80.6870229,131,2,6) 8 PM - 12 AM,2019-12-01,7. Sunday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,1.0,6.97674419,2.3255813953488,4.87,4.87,1 to 2,113.25581395,43,3,2) 7 AM - 10 AM,2019-12-01,7. Sunday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,0.0,0.61349693,0.0,26.46,,1 to 2,162.33128834,163,1,4) 1 PM - 5 PM,2019-11-30,6. Saturday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,0.0,0.0,0.0,0.04,,2 to 3,20.0,2,0,1) 4 AM - 7 AM,2019-11-30,6. Saturday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,0.0,0.0,0.0,8.75,,1 to 2,213.41463415,41,0,2) 7 AM - 10 AM,2019-11-30,6. Saturday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,0.0,0.0,0.0,5.42,,1 to 2,150.55555556,36,0,2) 7 AM - 10 AM,2019-11-30,6. Saturday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,0.0,0.0,0.0,31.97,,1 to 2,133.20833333,240,0,6) 8 PM - 12 AM,2019-11-30,6. Saturday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,0.0,3.22580645,0.0,7.73,,1 to 2,249.35483871,31,1,7) 12 AM - 4 AM,2019-11-30,6. Saturday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,0.0,2.5,0.0,9.72,,1 to 2,243.0,40,1,3) 10 AM - 1 PM,2019-11-30,6. Saturday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,0.0,1.2987013,0.0,14.84,,1 to 2,192.72727273,77,1,3) 10 AM - 1 PM,2019-11-30,6. Saturday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,1.0,2.34375,0.390625,33.44,33.44,1 to 2,130.625,256,6,3) 10 AM - 1 PM,2019-11-30,6. Saturday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,0.0,0.6097561,0.0,30.24,,1 to 2,184.3902439,164,1,6) 8 PM - 12 AM,2019-11-30,6. Saturday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,0.0,3.07692308,0.0,8.23,,1 to 2,126.61538462,65,2,2) 7 AM - 10 AM,2019-11-30,6. Saturday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,0.0,1.33333333,0.0,36.91,,1 to 2,246.06666667,150,2,5) 5 PM - 8 PM,2019-11-30,6. Saturday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,1.0,1.59574468,0.53191489361702,28.97,28.97,1 to 2,154.09574468,188,3,4) 1 PM - 5 PM,2019-11-30,6. Saturday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,0.0,2.3255814,0.0,14.52,,1 to 2,112.55813953,129,3,2) 7 AM - 10 AM,2019-11-30,6. Saturday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,0.0,0.50505051,0.0,20.45,,1 to 2,103.28282828,198,1,2) 7 AM - 10 AM,2019-11-30,6. Saturday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,3.0,3.53982301,1.3274336283186001,24.14,8.046666666666699,1 to 2,106.81415929,226,8,3) 10 AM - 1 PM,2019-11-30,6. Saturday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,0.0,0.0,0.0,2.39,,1 to 2,199.16666667,12,0,7) 12 AM - 4 AM,2019-11-30,6. Saturday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,0.0,0.0,0.0,0.26,,1 to 2,260.0,1,0,1) 4 AM - 7 AM,2019-11-30,6. Saturday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,0.0,2.65486726,0.0,37.23,,1 to 2,164.73451327,226,6,5) 5 PM - 8 PM,2019-11-30,6. Saturday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Housewives,1.0,27.27272727,9.090909090909099,1.21,1.21,1 to 2,110.0,11,3,6) 8 PM - 12 AM,2019-11-30,6. Saturday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,0.0,0.93023256,0.0,67.39,,1 to 2,156.72093023,430,4,6) 8 PM - 12 AM,2019-11-30,6. Saturday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Housewives,0.0,0.0,0.0,0.03,,1 to 2,30.0,1,0,7) 12 AM - 4 AM,2019-11-30,6. Saturday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Housewives,0.0,0.0,0.0,0.27,,1 to 2,270.0,1,0,2) 7 AM - 10 AM,2019-11-30,6. Saturday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Housewives,0.0,0.0,0.0,0.03,,1 to 2,30.0,1,0,3) 10 AM - 1 PM,2019-11-30,6. Saturday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Housewives,0.0,0.0,0.0,0.11,,1 to 2,110.0,1,0,4) 1 PM - 5 PM,2019-11-30,6. Saturday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Housewives,0.0,0.0,0.0,0.03,,1 to 2,30.0,1,0,4) 1 PM - 5 PM,2019-11-30,6. Saturday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Housewives,0.0,0.0,0.0,1.63,,1 to 2,543.33333333,3,0,4) 1 PM - 5 PM,2019-11-30,6. Saturday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,0.0,1.96078431,0.0,19.38,,1 to 2,126.66666667,153,3,4) 1 PM - 5 PM,2019-11-30,6. Saturday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,1.0,4.6875,0.78125,17.32,17.32,1 to 2,135.3125,128,6,4) 1 PM - 5 PM,2019-11-30,6. Saturday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Housewives,0.0,0.0,0.0,0.45,,1 to 2,225.0,2,0,6) 8 PM - 12 AM,2019-11-30,6. Saturday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,0.0,3.2388664,0.0,31.1,,1 to 2,125.91093117,247,8,5) 5 PM - 8 PM,2019-11-30,6. Saturday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,2.0,4.24242424,1.2121212121212,34.99,17.495,1 to 2,212.06060606,165,7,3) 10 AM - 1 PM,2019-11-30,6. Saturday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Housewives,0.0,0.0,0.0,0.04,,1 to 2,40.0,1,0,5) 5 PM - 8 PM,2019-11-30,6. Saturday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,0.0,0.0,0.0,20.11,,1 to 2,164.83606557,122,0,7) 12 AM - 4 AM,2019-11-30,6. Saturday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,0.0,0.0,0.0,9.45,,1 to 2,143.18181818,66,0,7) 12 AM - 4 AM,2019-11-30,6. Saturday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Housewives,0.0,0.0,0.0,0.19,,1 to 2,95.0,2,0,5) 5 PM - 8 PM,2019-11-30,6. Saturday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Housewives,0.0,0.0,0.0,0.28,,1 to 2,280.0,1,0,6) 8 PM - 12 AM,2019-11-30,6. Saturday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,0.0,1.31004367,0.0,27.59,,1 to 2,120.48034934,229,3,4) 1 PM - 5 PM,2019-11-30,6. Saturday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,0.0,3.08370044,0.0,54.17,,1 to 2,119.31718062,454,14,6) 8 PM - 12 AM,2019-11-30,6. Saturday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,0.0,2.85714286,0.0,36.39,,1 to 2,129.96428571,280,8,2) 7 AM - 10 AM,2019-11-30,6. Saturday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,0.0,3.33333333,0.0,6.26,,1 to 2,104.33333333,60,2,5) 5 PM - 8 PM,2019-11-30,6. Saturday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,0.0,0.7751938,0.0,20.62,,1 to 2,159.84496124,129,1,4) 1 PM - 5 PM,2019-11-30,6. Saturday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,0.0,2.5,0.0,10.29,,1 to 2,257.25,40,1,5) 5 PM - 8 PM,2019-11-30,6. Saturday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,1.0,6.89655172,3.448275862069,4.5,4.5,1 to 2,155.17241379,29,2,7) 12 AM - 4 AM,2019-11-30,6. Saturday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,0.0,1.69491525,0.0,21.61,,1 to 2,183.13559322,118,2,2) 7 AM - 10 AM,2019-11-30,6. Saturday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,0.0,2.40963855,0.0,11.74,,1 to 2,141.44578313,83,2,3) 10 AM - 1 PM,2019-11-30,6. Saturday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,0.0,1.73913043,0.0,34.28,,1 to 2,298.08695652,115,2,3) 10 AM - 1 PM,2019-11-30,6. Saturday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,0.0,2.3255814,0.0,18.34,,1 to 2,213.25581395,86,2,4) 1 PM - 5 PM,2019-11-30,6. Saturday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,0.0,1.57480315,0.0,28.02,,1 to 2,220.62992126,127,2,6) 8 PM - 12 AM,2019-11-30,6. Saturday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,0.0,1.47058824,0.0,15.41,,1 to 2,226.61764706,68,1,7) 12 AM - 4 AM,2019-11-30,6. Saturday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,0.0,0.85470085,0.0,32.4,,1 to 2,138.46153846,234,2,6) 8 PM - 12 AM,2019-11-30,6. Saturday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,0.0,2.97029703,0.0,19.82,,1 to 2,196.23762376,101,3,2) 7 AM - 10 AM,2019-11-30,6. Saturday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,1.0,2.75862069,0.68965517241379,33.65,33.65,1 to 2,232.06896552,145,4,6) 8 PM - 12 AM,2019-11-30,6. Saturday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,1.0,8.69565217,1.4492753623188002,10.14,10.14,1 to 2,146.95652174,69,6,4) 1 PM - 5 PM,2019-11-30,6. Saturday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,1.0,1.70731707,0.24390243902439002,55.93,55.93,1 to 2,136.41463415,410,7,6) 8 PM - 12 AM,2019-11-30,6. Saturday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,1.0,2.28426396,0.25380710659898004,47.94,47.94,1 to 2,121.67512690000001,394,9,5) 5 PM - 8 PM,2019-11-30,6. Saturday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,IT Professionals,1.0,3.14685315,0.34965034965034997,47.57,47.57,1 to 2,166.32867133,286,9,6) 8 PM - 12 AM,2019-11-30,6. Saturday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,0.0,0.84033613,0.0,18.65,,1 to 2,156.72268908,119,1,3) 10 AM - 1 PM,2019-11-30,6. Saturday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,0.0,0.78125,0.0,21.18,,1 to 2,165.46875,128,1,2) 7 AM - 10 AM,2019-11-30,6. Saturday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Business Owners,0.0,0.0,0.0,11.08,,1 to 2,108.62745098,102,0,5) 5 PM - 8 PM,2019-11-30,6. Saturday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,1.0,2.91262136,0.19417475728154998,50.49,50.49,1 to 2,98.03883495,515,15,6) 8 PM - 12 AM,2019-11-30,6. Saturday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,0.0,2.64026403,0.0,36.36,,1 to 2,120.0,303,8,4) 1 PM - 5 PM,2019-11-30,6. Saturday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,0.0,0.97402597,0.0,30.37,,1 to 2,98.60389609999999,308,3,5) 5 PM - 8 PM,2019-11-30,6. Saturday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,1.0,4.18006431,0.32154340836013,32.73,32.73,1 to 2,105.24115756,311,13,4) 1 PM - 5 PM,2019-11-30,6. Saturday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,0.0,1.22699387,0.0,34.51,,1 to 2,105.85889571,326,4,3) 10 AM - 1 PM,2019-11-30,6. Saturday,Weekend
CV - Franchise Lead Generation - Phase II - 3 Nov,Remarketing,0.0,1.76767677,0.0,44.67,,1 to 2,112.8030303,396,7,4) 1 PM - 5 PM,2019-11-30,6. Saturday,Weekend
